state,spending_type,income_level,age_group,total_spendings,date_posted
NY,Food and Restaurent,High Income,30 to 40,854,11/29/2012
NY,Food and Restaurent,High Income,40 to 50,138.6,11/29/2012
NY,Entertainment,High Income,<= 30,285.55,11/29/2012
NY,Food and Restaurent,High Income,>= 50,342.1,11/29/2012
NY,Hobby,High Income,<= 30,670,11/29/2012
NY,Gamble,High Income,<= 30,0,11/29/2012
NY,Food and Restaurent,High Income,<= 30,145.2,11/29/2012
NY,Hobby,High Income,30 to 40,378.4,11/29/2012
NY,Gamble,High Income,<= 30,0,11/29/2012
NY,Hobby,Low Income,40 to 50,321,11/29/2012
NY,Hobby,Low Income,40 to 50,171,11/29/2012
NY,Food and Restaurent,High Income,<= 30,166.1,12/6/2012
NY,Hobby,High Income,30 to 40,926,12/9/2012
NY,Gamble,High Income,<= 30,0,12/11/2012
NY,Food and Restaurent,High Income,40 to 50,255.2,12/13/2012
NY,Hobby,High Income,30 to 40,284.9,12/13/2012
NY,Food and Restaurent,High Income,<= 30,550,12/16/2012
NY,Entertainment,High Income,30 to 40,809,12/16/2012
NY,Hobby,High Income,40 to 50,1141.8,12/25/2012
NY,Food and Restaurent,High Income,30 to 40,199.1,12/25/2012
NY,Food and Restaurent,High Income,30 to 40,177,12/25/2012
NY,Entertainment,High Income,40 to 50,20750,12/25/2012
NY,Food and Restaurent,High Income,30 to 40,230,1/1/2013
NY,Hobby,Low Income,>= 50,964,1/2/2013
NY,Hobby,Low Income,>= 50,799.7,1/6/2013
NY,Hobby,Low Income,>= 50,1344,1/6/2013
NY,Hobby,Low Income,>= 50,749.09,1/8/2013
NY,Hobby,High Income,<= 30,455.4,1/10/2013
NY,Gamble,High Income,<= 30,0,1/13/2013
NY,Hobby,High Income,30 to 40,8600,1/13/2013
NY,Food and Restaurent,Low Income,40 to 50,961,1/15/2013
NY,Entertainment,High Income,>= 50,2272,1/15/2013
NY,Food and Restaurent,High Income,30 to 40,514.99,1/16/2013
NY,Gamble,High Income,<= 30,0,1/18/2013
NY,Food and Restaurent,High Income,>= 50,2018.87,1/18/2013
NY,Hobby,High Income,30 to 40,184.8,1/21/2013
NY,Education,High Income,>= 50,1967,1/21/2013
NY,Education,High Income,30 to 40,3232,1/21/2013
NY,Hobby,High Income,>= 50,966,1/21/2013
NY,Food and Restaurent,High Income,30 to 40,0,1/22/2013
NY,Hobby,High Income,30 to 40,602,1/22/2013
NY,Hobby,High Income,30 to 40,445.5,1/22/2013
NY,Hobby,High Income,40 to 50,642.4,1/22/2013
NY,Food and Restaurent,High Income,30 to 40,151.8,1/22/2013
NY,Education,High Income,30 to 40,771,1/22/2013
NY,Entertainment,High Income,40 to 50,258.5,1/23/2013
NY,Entertainment,High Income,<= 30,425.7,1/23/2013
NY,Food and Restaurent,High Income,30 to 40,2398,1/23/2013
NY,Food and Restaurent,High Income,30 to 40,357.5,1/23/2013
NY,Food and Restaurent,High Income,>= 50,448,1/23/2013
NY,Food and Restaurent,High Income,>= 50,468.6,1/23/2013
NY,Hobby,High Income,30 to 40,131,1/24/2013
NY,Food and Restaurent,High Income,30 to 40,77,1/24/2013
NY,Entertainment,High Income,30 to 40,57.2,1/24/2013
NY,Gamble,High Income,<= 30,0,1/24/2013
NY,Food and Restaurent,High Income,30 to 40,519,1/24/2013
NY,Food and Restaurent,High Income,30 to 40,5487,1/24/2013
NY,Hobby,High Income,30 to 40,479,1/24/2013
NY,Food and Restaurent,High Income,>= 50,487.53,1/25/2013
NY,Food and Restaurent,High Income,40 to 50,406,1/25/2013
NY,Entertainment,High Income,30 to 40,330,1/25/2013
NY,Entertainment,High Income,<= 30,258.5,1/25/2013
NY,Food and Restaurent,High Income,40 to 50,948,1/25/2013
NY,Hobby,High Income,30 to 40,429,1/25/2013
NY,Food and Restaurent,High Income,40 to 50,370.7,1/27/2013
NY,Entertainment,High Income,<= 30,1638,1/27/2013
NY,Hobby,High Income,30 to 40,2153,1/27/2013
NY,Food and Restaurent,High Income,30 to 40,558,1/27/2013
NY,Education,High Income,<= 30,204.6,1/27/2013
NY,Entertainment,High Income,40 to 50,402,1/27/2013
NY,Entertainment,High Income,<= 30,390.5,1/27/2013
NY,Hobby,High Income,40 to 50,460,1/28/2013
NY,Gamble,High Income,<= 30,0,1/28/2013
NY,Hobby,High Income,<= 30,156.2,1/28/2013
NY,Entertainment,High Income,30 to 40,299,1/28/2013
NY,Entertainment,Low Income,<= 30,1863,1/28/2013
NY,Hobby,High Income,40 to 50,447.7,1/29/2013
NY,Hobby,High Income,30 to 40,338,1/29/2013
NY,Hobby,High Income,<= 30,215.6,1/30/2013
NY,Entertainment,High Income,30 to 40,123.2,1/30/2013
NY,Hobby,High Income,>= 50,648.5,1/30/2013
NY,Education,High Income,>= 50,1795,1/30/2013
NY,Hobby,High Income,<= 30,282.7,1/30/2013
NY,Hobby,Low Income,30 to 40,832,1/30/2013
NY,Hobby,High Income,40 to 50,233.2,1/30/2013
NY,Food and Restaurent,High Income,<= 30,374.84,1/30/2013
NY,Education,High Income,30 to 40,370,1/31/2013
NY,Hobby,High Income,40 to 50,246,1/31/2013
NY,Gamble,High Income,<= 30,0,1/31/2013
NY,Food and Restaurent,High Income,<= 30,295.11,1/31/2013
NY,Hobby,High Income,<= 30,165,1/31/2013
NY,Hobby,High Income,40 to 50,425,1/31/2013
NY,Education,Low Income,>= 50,941.6,1/31/2013
NY,Hobby,High Income,40 to 50,234,2/1/2013
NY,Food and Restaurent,High Income,30 to 40,302,2/1/2013
NY,Gamble,High Income,<= 30,0,2/1/2013
NY,Gamble,High Income,<= 30,672,2/3/2013
NY,Education,High Income,<= 30,345.4,2/3/2013
NY,Hobby,High Income,30 to 40,573,2/3/2013
NY,Entertainment,High Income,<= 30,126,2/3/2013
NY,Gamble,High Income,<= 30,531,2/3/2013
NY,Hobby,High Income,30 to 40,463,2/3/2013
NY,Food and Restaurent,High Income,<= 30,147.4,2/3/2013
NY,Gamble,High Income,<= 30,440,2/4/2013
NY,Education,High Income,>= 50,709,2/4/2013
NY,Hobby,High Income,30 to 40,730,2/4/2013
NY,Food and Restaurent,High Income,<= 30,404.88,2/4/2013
NY,Hobby,High Income,>= 50,3035,2/4/2013
NY,Food and Restaurent,High Income,30 to 40,73.7,2/4/2013
NY,Education,High Income,>= 50,735,2/4/2013
NY,Hobby,Medium Income,40 to 50,431.2,2/5/2013
NY,Entertainment,Medium Income,40 to 50,272,2/5/2013
NY,Food and Restaurent,Medium Income,30 to 40,153,2/6/2013
NY,Hobby,High Income,30 to 40,423.5,2/6/2013
NY,Hobby,High Income,<= 30,175.49,2/6/2013
NY,Entertainment,High Income,40 to 50,860,2/6/2013
NY,Hobby,High Income,40 to 50,1774,2/6/2013
NY,Hobby,High Income,40 to 50,245,2/7/2013
NY,Hobby,High Income,40 to 50,439.4,2/7/2013
NY,Gamble,High Income,<= 30,0,2/7/2013
NY,Hobby,High Income,<= 30,766.78,2/7/2013
NY,Entertainment,High Income,<= 30,217,2/7/2013
NY,Gamble,Low Income,<= 30,0,2/7/2013
NY,Gamble,High Income,<= 30,0,2/7/2013
NY,Entertainment,High Income,>= 50,1308,2/7/2013
NY,Food and Restaurent,High Income,30 to 40,296,2/7/2013
NY,Gamble,High Income,40 to 50,135.3,2/7/2013
NY,Food and Restaurent,High Income,30 to 40,993,2/7/2013
NY,Entertainment,High Income,<= 30,206,2/7/2013
NY,Entertainment,High Income,<= 30,316,2/8/2013
NY,Entertainment,High Income,30 to 40,563,2/8/2013
NY,Food and Restaurent,High Income,30 to 40,296,2/8/2013
NY,Gamble,High Income,<= 30,0,2/8/2013
NY,Food and Restaurent,High Income,>= 50,251.9,2/8/2013
NY,Food and Restaurent,High Income,40 to 50,495,2/8/2013
NY,Food and Restaurent,High Income,30 to 40,530,2/8/2013
NY,Entertainment,High Income,30 to 40,697,2/10/2013
NY,Hobby,High Income,30 to 40,245.3,2/10/2013
NY,Gamble,High Income,<= 30,0,2/10/2013
NY,Food and Restaurent,High Income,>= 50,362,2/10/2013
NY,Entertainment,High Income,40 to 50,278.3,2/11/2013
NY,Entertainment,High Income,30 to 40,307,2/11/2013
NY,Hobby,High Income,<= 30,617,2/11/2013
NY,Food and Restaurent,High Income,40 to 50,535,2/17/2013
NY,Food and Restaurent,High Income,30 to 40,311,2/17/2013
NY,Hobby,High Income,<= 30,1105,2/18/2013
NY,Gamble,High Income,<= 30,488,2/18/2013
NY,Entertainment,High Income,40 to 50,935,2/18/2013
NY,Food and Restaurent,High Income,>= 50,497.33,2/20/2013
NY,Food and Restaurent,High Income,<= 30,96.8,2/20/2013
NY,Gamble,High Income,>= 50,323,2/20/2013
NY,Food and Restaurent,High Income,<= 30,594,2/21/2013
NY,Food and Restaurent,High Income,<= 30,335,2/22/2013
NY,Food and Restaurent,High Income,<= 30,360,2/22/2013
NY,Hobby,High Income,<= 30,171.18,2/22/2013
NY,Hobby,High Income,<= 30,235,2/22/2013
NY,Food and Restaurent,High Income,40 to 50,426,2/22/2013
NY,Hobby,High Income,>= 50,1221,2/22/2013
NY,Food and Restaurent,High Income,>= 50,529,2/22/2013
NY,Entertainment,High Income,30 to 40,519,2/24/2013
NY,Education,High Income,30 to 40,4550.5,2/24/2013
NY,Entertainment,High Income,<= 30,150,2/25/2013
NY,Food and Restaurent,High Income,<= 30,365,2/25/2013
NY,Hobby,High Income,<= 30,139.81,2/25/2013
NY,Food and Restaurent,Low Income,<= 30,181,2/25/2013
NY,Education,Low Income,>= 50,297,2/25/2013
NY,Food and Restaurent,High Income,40 to 50,366,2/25/2013
NY,Gamble,High Income,<= 30,0,2/25/2013
NY,Food and Restaurent,High Income,30 to 40,290,2/25/2013
NY,Food and Restaurent,High Income,30 to 40,437,3/3/2013
NY,Hobby,High Income,<= 30,1061,3/3/2013
NY,Food and Restaurent,High Income,>= 50,435.5,3/4/2013
NY,Food and Restaurent,High Income,>= 50,1104,3/4/2013
NY,Food and Restaurent,High Income,<= 30,107,3/4/2013
NY,Food and Restaurent,High Income,<= 30,259,3/4/2013
NY,Gamble,High Income,<= 30,449.31,3/4/2013
NY,Entertainment,High Income,30 to 40,165,3/4/2013
NY,Food and Restaurent,High Income,<= 30,102,3/4/2013
NY,Gamble,High Income,<= 30,58,3/4/2013
NY,Food and Restaurent,High Income,30 to 40,541,3/6/2013
NY,Food and Restaurent,High Income,<= 30,542,3/14/2013
NY,Gamble,High Income,<= 30,0,3/19/2013
NY,Hobby,High Income,<= 30,187,3/19/2013
NY,Gamble,High Income,30 to 40,197,3/19/2013
NY,Entertainment,High Income,<= 30,386,3/19/2013
NY,Food and Restaurent,High Income,<= 30,1031,3/19/2013
NY,Hobby,High Income,30 to 40,206,3/20/2013
NY,Hobby,High Income,<= 30,1295,3/20/2013
NY,Education,High Income,>= 50,1106,3/20/2013
NY,Entertainment,High Income,>= 50,1422,3/22/2013
NY,Entertainment,High Income,<= 30,271,3/22/2013
NY,Hobby,High Income,<= 30,348,3/23/2013
NY,Hobby,High Income,<= 30,179,3/23/2013
NY,Food and Restaurent,High Income,<= 30,331,3/23/2013
NY,Entertainment,High Income,30 to 40,375,3/23/2013
NY,Food and Restaurent,High Income,30 to 40,255,3/23/2013
NY,Education,High Income,<= 30,267,3/23/2013
NY,Gamble,High Income,<= 30,0,3/23/2013
NY,Food and Restaurent,High Income,<= 30,288,3/23/2013
NY,Entertainment,High Income,40 to 50,520,3/23/2013
NY,Gamble,High Income,<= 30,0,3/23/2013
NY,Hobby,High Income,30 to 40,140,3/24/2013
NY,Entertainment,High Income,>= 50,310,3/24/2013
NY,Food and Restaurent,High Income,>= 50,245,3/24/2013
NY,Hobby,High Income,<= 30,202,3/24/2013
NY,Food and Restaurent,High Income,<= 30,154,3/24/2013
NY,Entertainment,Low Income,>= 50,978,3/24/2013
NY,Hobby,High Income,<= 30,330,3/24/2013
NY,Gamble,High Income,<= 30,0,3/25/2013
NY,Entertainment,High Income,<= 30,271,3/25/2013
NY,Hobby,High Income,<= 30,720,3/25/2013
NY,Food and Restaurent,High Income,<= 30,342,3/25/2013
NY,Hobby,High Income,30 to 40,391,3/25/2013
NY,Food and Restaurent,High Income,30 to 40,366,3/25/2013
NY,Food and Restaurent,High Income,40 to 50,483,3/25/2013
NY,Food and Restaurent,High Income,<= 30,188,3/25/2013
NY,Food and Restaurent,High Income,<= 30,297,3/26/2013
NY,Food and Restaurent,High Income,30 to 40,413,3/26/2013
NY,Hobby,High Income,30 to 40,166,3/26/2013
NY,Hobby,High Income,<= 30,267,3/26/2013
NY,Gamble,High Income,<= 30,0,3/26/2013
NY,Hobby,High Income,<= 30,734.61,3/27/2013
NY,Gamble,High Income,>= 50,596,3/27/2013
NY,Education,High Income,40 to 50,743,3/27/2013
NY,Food and Restaurent,Medium Income,>= 50,485,3/27/2013
NY,Food and Restaurent,High Income,<= 30,402,3/27/2013
NY,Hobby,High Income,>= 50,1386,3/27/2013
NY,Hobby,High Income,<= 30,984,3/27/2013
NY,Hobby,High Income,40 to 50,374,3/28/2013
NY,Food and Restaurent,High Income,<= 30,175,3/28/2013
NY,Entertainment,High Income,<= 30,149,3/28/2013
NY,Gamble,High Income,<= 30,0,3/28/2013
NY,Education,Low Income,>= 50,319,3/28/2013
NY,Food and Restaurent,High Income,30 to 40,361,3/28/2013
NY,Gamble,High Income,<= 30,0,3/28/2013
NY,Entertainment,High Income,<= 30,483,3/28/2013
NY,Food and Restaurent,High Income,<= 30,336,3/28/2013
NY,Entertainment,High Income,>= 50,220,3/28/2013
NY,Hobby,High Income,40 to 50,488,3/29/2013
NY,Entertainment,High Income,30 to 40,188,3/29/2013
NY,Food and Restaurent,High Income,40 to 50,359,3/29/2013
NY,Gamble,High Income,<= 30,0,3/29/2013
NY,Food and Restaurent,High Income,<= 30,235,3/29/2013
NY,Hobby,High Income,30 to 40,1095,3/29/2013
NY,Hobby,High Income,<= 30,327,3/29/2013
NY,Hobby,High Income,40 to 50,1130,3/29/2013
NY,Entertainment,High Income,40 to 50,450,3/29/2013
NY,Entertainment,High Income,40 to 50,503.7,4/1/2013
NY,Food and Restaurent,High Income,<= 30,478,4/1/2013
NY,Gamble,High Income,40 to 50,245,4/1/2013
NY,Education,High Income,30 to 40,649,4/1/2013
NY,Entertainment,High Income,>= 50,243,4/2/2013
NY,Hobby,High Income,<= 30,166,4/2/2013
NY,Gamble,High Income,<= 30,0,4/4/2013
NY,Entertainment,High Income,30 to 40,121,4/4/2013
NY,Hobby,High Income,30 to 40,230,4/4/2013
NY,Entertainment,Medium Income,30 to 40,283,4/4/2013
NY,Entertainment,Medium Income,40 to 50,365,4/4/2013
NY,Hobby,High Income,30 to 40,526,4/4/2013
NY,Food and Restaurent,High Income,30 to 40,247,4/4/2013
NY,Food and Restaurent,High Income,40 to 50,593,4/5/2013
NY,Hobby,High Income,30 to 40,501,4/5/2013
NY,Hobby,High Income,>= 50,0,4/5/2013
NY,Hobby,High Income,>= 50,467,4/5/2013
NY,Gamble,High Income,<= 30,0,4/5/2013
NY,Entertainment,High Income,40 to 50,953,4/5/2013
NY,Hobby,High Income,40 to 50,500,4/5/2013
NY,Food and Restaurent,High Income,<= 30,363,4/5/2013
NY,Gamble,High Income,30 to 40,1132,4/5/2013
NY,Hobby,High Income,<= 30,287,4/7/2013
NY,Gamble,High Income,<= 30,205,4/8/2013
NY,Gamble,High Income,<= 30,0,4/9/2013
NY,Hobby,High Income,<= 30,291,4/9/2013
NY,Gamble,High Income,<= 30,355,4/10/2013
NY,Hobby,High Income,40 to 50,362,4/10/2013
NY,Gamble,High Income,40 to 50,666,4/10/2013
NY,Hobby,Medium Income,40 to 50,927,4/10/2013
NY,Hobby,High Income,<= 30,1037,4/10/2013
NY,Entertainment,High Income,<= 30,83,4/10/2013
NY,Entertainment,High Income,40 to 50,485,4/10/2013
NY,Education,Low Income,>= 50,571.7,4/12/2013
NY,Hobby,High Income,40 to 50,471,4/12/2013
NY,Hobby,High Income,40 to 50,511,4/12/2013
NY,Hobby,High Income,<= 30,335,4/12/2013
NY,Food and Restaurent,High Income,<= 30,142,4/12/2013
NY,Hobby,Low Income,>= 50,358,4/14/2013
NY,Education,High Income,<= 30,550,4/16/2013
NY,Hobby,High Income,>= 50,3141,4/16/2013
NY,Entertainment,High Income,>= 50,484,4/16/2013
NY,Hobby,High Income,30 to 40,125,4/16/2013
NY,Food and Restaurent,High Income,<= 30,344,4/16/2013
NY,Food and Restaurent,High Income,<= 30,279.76,4/17/2013
NY,Food and Restaurent,High Income,30 to 40,483,4/17/2013
NY,Education,High Income,30 to 40,130,4/17/2013
NY,Hobby,High Income,>= 50,473,4/17/2013
NY,Entertainment,High Income,<= 30,427,4/17/2013
NY,Hobby,High Income,40 to 50,1251,4/17/2013
NY,Hobby,High Income,30 to 40,136,4/17/2013
NY,Gamble,High Income,<= 30,0,4/28/2013
NY,Food and Restaurent,High Income,<= 30,112,4/29/2013
NY,Hobby,High Income,30 to 40,978,4/30/2013
NY,Gamble,High Income,<= 30,0,5/12/2013
NY,Food and Restaurent,High Income,40 to 50,261,5/14/2013
NY,Hobby,Medium Income,40 to 50,464,5/15/2013
NY,Food and Restaurent,High Income,30 to 40,243,5/15/2013
NY,Food and Restaurent,High Income,<= 30,21400,5/16/2013
NY,Entertainment,High Income,30 to 40,137,5/16/2013
NY,Gamble,High Income,<= 30,0,5/19/2013
NY,Hobby,High Income,30 to 40,701,5/19/2013
NY,Hobby,High Income,30 to 40,452,5/19/2013
NY,Food and Restaurent,Medium Income,>= 50,8000,5/19/2013
NY,Food and Restaurent,Medium Income,40 to 50,477,5/19/2013
NY,Entertainment,Medium Income,40 to 50,420,5/19/2013
NY,Gamble,High Income,<= 30,0,5/19/2013
NY,Food and Restaurent,High Income,<= 30,677,5/19/2013
NY,Gamble,High Income,<= 30,176,5/20/2013
NY,Hobby,High Income,<= 30,362,5/20/2013
NY,Hobby,High Income,40 to 50,270,5/20/2013
NY,Gamble,High Income,40 to 50,385.5,5/20/2013
NY,Food and Restaurent,High Income,>= 50,702,5/20/2013
NY,Food and Restaurent,High Income,40 to 50,323,5/20/2013
NY,Food and Restaurent,High Income,30 to 40,252,5/21/2013
NY,Food and Restaurent,High Income,<= 30,236,5/21/2013
NY,Education,High Income,40 to 50,555,5/21/2013
NY,Entertainment,High Income,30 to 40,1173,5/21/2013
NY,Entertainment,High Income,>= 50,893,5/21/2013
NY,Food and Restaurent,High Income,<= 30,322,5/21/2013
NY,Food and Restaurent,High Income,30 to 40,324,5/22/2013
NY,Food and Restaurent,High Income,<= 30,464,5/22/2013
NY,Hobby,High Income,<= 30,2578.1,5/22/2013
NY,Hobby,High Income,40 to 50,318,5/23/2013
NY,Entertainment,High Income,<= 30,288,5/26/2013
NY,Hobby,High Income,30 to 40,155,5/26/2013
NY,Entertainment,High Income,>= 50,1733,5/29/2013
NY,Hobby,Low Income,>= 50,810,5/29/2013
NY,Hobby,High Income,40 to 50,204,5/29/2013
NY,Gamble,High Income,<= 30,635,5/29/2013
NY,Gamble,High Income,30 to 40,638,5/29/2013
NY,Food and Restaurent,High Income,<= 30,633,5/30/2013
NY,Hobby,High Income,40 to 50,288,5/30/2013
NY,Food and Restaurent,High Income,<= 30,314,5/30/2013
NY,Hobby,High Income,<= 30,655,5/30/2013
NY,Food and Restaurent,High Income,>= 50,276,5/30/2013
NY,Entertainment,High Income,<= 30,10440,5/31/2013
NY,Food and Restaurent,High Income,<= 30,304,5/31/2013
NY,Food and Restaurent,High Income,>= 50,1392,5/31/2013
NY,Food and Restaurent,Medium Income,40 to 50,500,5/31/2013
NY,Food and Restaurent,High Income,30 to 40,306,5/31/2013
NY,Food and Restaurent,High Income,<= 30,99,5/31/2013
NY,Hobby,High Income,>= 50,484,5/31/2013
NY,Food and Restaurent,High Income,40 to 50,183,5/31/2013
NY,Food and Restaurent,High Income,40 to 50,416,5/31/2013
NY,Hobby,High Income,40 to 50,355,5/31/2013
NY,Food and Restaurent,High Income,40 to 50,417,5/31/2013
NY,Gamble,High Income,<= 30,0,6/1/2013
NY,Entertainment,High Income,30 to 40,272,6/1/2013
NY,Entertainment,High Income,40 to 50,531,6/2/2013
NY,Food and Restaurent,High Income,30 to 40,531,6/2/2013
NY,Food and Restaurent,High Income,<= 30,1168,6/2/2013
NY,Hobby,High Income,40 to 50,680,6/2/2013
NY,Gamble,High Income,<= 30,0,6/2/2013
NY,Entertainment,High Income,40 to 50,685,6/2/2013
NY,Gamble,High Income,<= 30,0,6/2/2013
NY,Entertainment,High Income,<= 30,284,6/2/2013
NY,Entertainment,High Income,40 to 50,142,6/2/2013
NY,Gamble,High Income,<= 30,555,6/2/2013
NY,Gamble,High Income,<= 30,601,6/2/2013
NY,Vacation,High Income,<= 30,99999,6/3/2013
NY,Food and Restaurent,High Income,40 to 50,130,6/3/2013
NY,Education,High Income,40 to 50,955,6/3/2013
NY,Entertainment,High Income,<= 30,485,6/4/2013
NY,Food and Restaurent,High Income,<= 30,288,6/4/2013
NY,Entertainment,High Income,>= 50,485,6/4/2013
NY,Gamble,High Income,<= 30,0,6/4/2013
NY,Food and Restaurent,High Income,40 to 50,486,6/5/2013
NY,Food and Restaurent,High Income,<= 30,402,6/8/2013
NY,Hobby,High Income,40 to 50,230,6/8/2013
NY,Entertainment,High Income,40 to 50,245,6/13/2013
NY,Gamble,High Income,30 to 40,201,6/13/2013
NY,Food and Restaurent,High Income,30 to 40,56,6/13/2013
NY,Entertainment,High Income,30 to 40,348,6/13/2013
NY,Hobby,High Income,30 to 40,533,6/13/2013
NY,Food and Restaurent,High Income,40 to 50,0,6/13/2013
NY,Food and Restaurent,High Income,40 to 50,149,6/13/2013
NY,Education,High Income,<= 30,570,6/13/2013
NY,Hobby,High Income,<= 30,649,6/13/2013
NY,Hobby,High Income,40 to 50,543,6/13/2013
NY,Hobby,High Income,<= 30,103,6/16/2013
NY,Food and Restaurent,High Income,40 to 50,206,6/16/2013
NY,Gamble,High Income,<= 30,0,6/16/2013
NY,Food and Restaurent,High Income,<= 30,970,6/16/2013
NY,Hobby,High Income,<= 30,1395,6/16/2013
NY,Food and Restaurent,High Income,30 to 40,509,6/16/2013
NY,Hobby,High Income,<= 30,406,6/16/2013
NY,Food and Restaurent,High Income,30 to 40,78,6/16/2013
NY,Hobby,High Income,30 to 40,175,6/16/2013
NY,Entertainment,High Income,>= 50,308,6/16/2013
NY,Entertainment,High Income,30 to 40,233,6/16/2013
NY,Food and Restaurent,High Income,40 to 50,151,6/16/2013
NY,Education,High Income,40 to 50,1529,6/16/2013
NY,Hobby,High Income,<= 30,941,6/16/2013
NY,Food and Restaurent,High Income,<= 30,1989,6/16/2013
